qpid	cluster_GSZ	cluster_RM1sum	cluster_size	cluster_desccount	RM2	val_avg	jac_avg	desc	genename
KID59184.1	424.42897164	1.70277202966	2	1344	0.945201622211	0.349867844737	3.79223302069e-06	heat shock protein, partial [Metarhizium anisopliae ARSEF 549]	
KID59186.1	556.98068825	3.0433701243	4	1164	0.945262936927	0.249944385122	6.87563489445e-06	Ankyrin repeat-containing domain protein (Fragment)	
KID59188.1	422.087472889	0.8114023756	1	309	0.767373188587	0.0161098035596	1.77263637979e-07	Ankyrin repeat-containing domain protein (Fragment)	
KID59189.1	4917.30134222	1.32921826775	2	7	2.55868705821	0.00333299171577	1.78570147863e-06	DUF221 and late exocytosis domain protein	
KID59190.1	161.184542662	12.3065983613	19	87009	0.659174800581	0.00886977932445	2.36923302355e-08	FAD-binding oxidoreductase	
KID59191.1	676.137910968	3.15205901915	5	1271	0.862313039529	0.00350531029811	3.03417926085e-06	Trichodiene oxygenase	
KID59207.1	389.297761355	34.333202988	49	37687	0.858726854007	0.21322186633	8.01551769544e-06	ATP-dependent DNA helicase	
KID59208.1	518.642355741	0.812644581446	1	205	0.835286876215	0.0713772209099	3.41835923431e-07	Ribonuclease H-like protein (Fragment)	
KID59209.1	2288.76460016	4.79200426179	8	39	1.53434480774	0.0543176699333	0.00253013073778	Inositol phosphoceramide mannosyltransferase	IMT1
KID59209.1	1596.84206137	3.25646816496	5	37	1.26340505883	0.0654006931815	0.000293345036291	Glycosyltransferase, DXD sugar-binding region	IMT1
KID59209.1	1407.64316589	3.0218205839	5	41	1.19115641317	0.0718328492239	0.00138683627236	Mipc synthase	IMT1
KID59209.1	333.343326971	1.1827445195	2	112	0.742329874866	0.0358311436037	0.000101898370849	Mannosyl phosphorylinositol ceramide synthase SUR1	IMT1
KID59209.1	51.2416970861	6.62624720399	10	147801	0.664284099151	0.1014856146	2.22889944587e-06	Glycosyltransferase	IMT1
KID59209.1	90.4503420336	1.31445500465	2	1878	0.635392318238	0.0173814721543	5.91343039314e-08	Nucleotide-diphospho-sugar transferase	IMT1
KID59210.1	448.538059617	18.9476994517	31	7173	0.826365925096	0.107453981873	4.5428271528e-06	HTH CENPB-type domain-containing protein (Fragment)	
KID59210.1	74.8530575535	19.8783703738	32	281017	0.750820197025	0.246940992676	1.23942604988e-05	Transposase	
KID59210.1	221.293545488	5.69405166767	9	2661	0.71351677238	0.0660363794375	3.65413585825e-06	DDE superfamily endonuclease	
KID59210.1	99.211138892	2.94938022037	5	3550	0.629684455557	0.0	0.0	DDE-1 domain-containing protein	
KID59211.1	4491.79409356	1.70305511567	2	12	2.41525042524	0.0538354245285	6.40748304775e-07	DDE superfamily endonuclease, CENP-B-like protein, partial [Metarhizium anisopliae ARSEF 549]	
KID59213.1	123.710933166	29.0288469674	43	337625	0.69332662808	0.101588277276	2.33928939062e-05	Reverse transcriptase	
KID59214.1	240.854681429	7.48580209038	14	29242	0.686341872572	0.0	0.0	CCHC-type domain-containing protein (Fragment)	
KID59215.1	2305.34779574	33.3865113205	55	910	1.57221902201	0.113343399132	0.000395108821916	Yersiniabactin biosynthesis salicylate synthase YbtS	
KID59215.1	1235.82948643	6.71239457529	11	128	1.16114051844	0.144909793436	0.000326667338796	ADC synthase	
KID59215.1	1037.64117945	2.38904146591	4	23	1.04929094787	0.0834612355253	1.06320478647e-06	Probable TRP2-anthranilate synthase component I	
KID59215.1	783.807180167	1.1899305926	2	6	0.907538769665	0.0075771618928	8.97356395333e-08	Chorismate binding family protein	
KID59215.1	754.002735459	2.37367406108	4	43	0.894095863336	0.00470524662202	4.94221430817e-05	Isochorismate synthase/isochorismate-pyruvate lyase mbtI	
KID59233.1	331.58338888	43.142525245	64	70412	0.762723499097	0.0756188862672	0.000606691180604	Cuticle-degrading protease bassiasin I	
KID59234.1	155.617409688	6.77964336951	9	38814	0.802012459835	0.282574988542	3.76016340173e-05	LysM domain-containing protein (Fragment)	
KID59235.1	427.834523067	56.0546248521	88	57888	0.815122931401	0.101865560444	1.87569301402e-05	Fatty acid synthase S-acetyltransferase	
KID59236.1	124.239481932	57.3063181435	92	712910	0.71109751115	0.134719839257	1.01785296987e-05	MFS general substrate transporter	MFS2
KID59237.1	888.914469289	7.24830778667	11	281	0.989506416106	0.0829005650702	0.000166445140171	Toxin biosynthesis protein (Fum3)	FUM3
KID59237.1	278.170505737	26.4440568706	41	38166	0.782704282245	0.153652222134	2.01109234455e-05	Phytanoyl-CoA dioxygenase	FUM3
KID59237.1	449.883156855	2.542685491	4	135	0.769953262742	0.0	0.0	PhyH-domain-containing protein	FUM3
KID59237.1	386.958974355	0.652043074211	1	12	0.750386611254	0.0105575102013	0.000377055286672	Verruculogen synthase	FUM3
KID59238.1	374.109234277	0.594235312789	1	26	0.788277034708	0.0917610153423	1.43267531526e-07	DltE, Short-chain dehydrogenase	
KID59238.1	353.991456858	1.19787226009	2	118	0.768752926506	0.0701001146578	0.00016414971677	3-ketodihydrosphingosine reductase tsc10	
KID59238.1	422.096048385	0.602550876417	1	21	0.766756760051	0.0149402637627	4.51522475681e-08	AraJ, Arabinose efflux permease (Fragment)	
KID59238.1	382.63343513	0.59597241776	1	25	0.757794875079	0.0278140392153	3.01212294296e-06	FabG, Dehydrogenase with different specificities (Related to short-chain alcohol dehydrogenase)	
KID59238.1	67.8165503702	8.80582807764	14	172985	0.712168709156	0.179324555584	3.72741012553e-06	Short chain dehydrogenase	
KID59238.1	233.117716624	2.22063490721	3	935	0.705722018451	0.0424055313721	8.6983729287e-09	NAD(P)-binding domain protein (Fragment)	
KID59238.1	153.093352194	1.85399703531	3	1511	0.670646482945	0.0366210186183	1.09996906376e-07	Putative short-chain dehydrogenase/reductase	
KID59238.1	4.19193644199	0.646494444614	1	221220	0.643522175685	0.0978215010746	2.76912475377e-07	Oxidoreductase	
KID59238.1	11.2434153911	0.617783356288	1	30663	0.603441672418	0.0168760454462	1.08766840551e-07	Short-chain dehydrogenase/reductase SDR	
KID59239.1	693.524930933	5.17916457583	7	277	0.887541206146	0.0379834195988	1.06928609418e-06	Pyridoxal phosphate-dependent transferase, major domain	
KID59239.1	554.382240184	14.3960313296	23	3349	0.882470712729	0.133429726767	3.07341658259e-06	Aminotransferase class I and II	
KID59239.1	99.9718804749	7.26401155851	11	26172	0.672782398925	0.0807427062963	6.19897206483e-07	5-aminolevulinate synthase	
KID59239.1	59.3602245059	9.38863211528	14	123389	0.648346885034	0.065288227495	1.73295250595e-06	Aminotransferase	
KID59239.1	21.6113487481	0.644251898478	1	4396	0.600071876008	0.0026930875767	4.64433945638e-09	PLP-dependent transferase	
KID59240.1	481.787654372	2.35918287501	3	770	0.922796476908	0.264292290277	0.000325065606308	Transcription factor, fungi	
KID59240.1	206.808635304	1.57694279642	3	1867	0.685475046709	0.0240595991221	2.52650184843e-07	Fungal specific transcription factor	
KID59240.1	10.3284622574	0.547281731646	1	88937	0.594131384903	0.0	0.0	Zn(2)-C6 fungal-type domain-containing protein	
KID59241.1	1502.04924252	3.57455210091	5	203	1.24399697609	0.100334065404	1.12207364324e-05	Heat-labile enterotoxin alpha chain	
KID59253.1	253.890429025	5.69450463586	8	14633	0.696920704763	0.0101217109499	1.31745621931e-06	RecQ helicase	
KID59255.1	832.339370615	52.3034717571	92	15958	0.977462907329	0.102879379336	5.44017331564e-05	Copper radical oxidase	
KID59256.1	2707.20078198	28.3571124745	48	784	1.69584120895	0.0432964760889	0.000688191601555	Initiation-specific alpha-mannosyltransferase	
KID59257.1	2781.58128305	2.40988849097	3	37	1.74098743802	0.072366665049	2.96163826403e-05	Copia-like retrotransposable element	
KID59257.1	132.91571289	0.713167354377	1	1419	0.659228841428	0.0303067067845	8.38118058313e-08	Fungal specific transcription factor	
KID59258.1	2305.08970112	13.5600273807	19	314	1.67357236728	0.30453632946	0.00661161104222	Serine/threonine-protein kinase Sgk2	
KID59258.1	1294.22826777	2.10486446215	3	24	1.25378480832	0.275629223655	0.000500633942639	FunK1 protein kinase	
KID59258.1	141.663628236	0.655067233767	1	194	0.718146399627	0.134869674422	1.04445169154e-06	Dual serine/threonine and tyrosine protein kinase	
KID59258.1	10.9343937598	1.97475575594	3	283489	0.704092474857	0.20701638608	1.63654624462e-06	Rhodopsin kinase	
KID59258.1	158.189217121	0.658035788609	1	157	0.654463572801	0.00224129424619	1.14935555371e-10	Kinase-like domain	
KID59259.1	705.07664651	6.04855534074	10	1232	0.892059332477	0.0377714982385	0.000488990317112	Subtilisin-like protease	
KID59259.1	578.189425204	1.83704955743	3	169	0.826681292251	0.0101990973748	2.8053506106e-08	Peptidase subtilisin-related	
KID59259.1	243.531796429	0.652014822393	1	120	0.732093603342	0.0843013190813	5.92828539033e-05	Alkaline serine exoprotease A	
KID59259.1	218.808773448	1.17044792463	2	479	0.681033657687	0.00662274067961	4.78738577496e-06	Subtilisin NAT	
KID59259.1	103.860391298	0.659547158443	1	675	0.658813128858	0.0514507637585	3.37733134242e-06	Thermophilic serine proteinase	
KID59261.1	1319.31084831	1.97703027933	3	208	1.29432401191	0.333206614712	8.33925721319e-06	Myb family transcription factor	
KID59262.1	163.33173903	5.92059714494	10	36379	0.670736128143	0.0290630711902	2.40006960459e-07	ATP-dependent DNA helicase	
KID59263.1	883.707584743	1.70137676155	2	310	0.95089311984	0.0139812884256	1.53842599059e-07	Ankyrin repeat-containing domain protein (Fragment)	
KID59264.1	883.721547252	1.70193400846	2	310	0.946430243677	0.00555023312256	6.10717884483e-08	Ankyrin repeat-containing domain protein (Fragment)	
KID59265.1	92.9127284304	15.6339648877	23	319210	0.658480596496	0.059085612583	6.52274721968e-06	Reverse transcriptase	
KID59266.1	1703.6039323	0.812642729579	1	19	1.53634270889	0.499813446758	4.5965135702e-07	Heat-labile enterotoxin, A chain (Fragment)	
KID59270.1	1058.17536587	0.535101652125	1	6	1.0370194816	0.0447600652317	0.0013250340736	T18348probable pol truncated-rice blast fungus magnaporthe gypsy retrotransposon	
KID59270.1	61.1209641425	3.1459004785	5	103430	0.649161699064	0.0654967331338	2.24228858834e-06	Reverse transcriptase domain-containing protein	
KID59272.1	3051.17007988	5.65324861703	10	96	1.87749114443	0.126458671972	8.16874967468e-07	Heat-labile enterotoxin, A chain	
KID59273.1	378.773033728	26.9770048072	42	35180	0.775069347627	0.0633203593136	1.71849818415e-05	Reverse transcriptase	
KID59288.1	182.470196033	60.2476034755	92	332307	0.771599076481	0.204921061474	0.000141774333602	Alpha beta-hydrolase	
KID59290.1	1104.79271296	16.5326590539	24	2372	1.04872394409	0.0317108843775	4.50938852643e-06	Wd repeat	
KID59291.1	1445.56466286	60.9813522989	77	4468	1.22290986692	0.103174300017	8.11381978534e-05	Ubiquitin conjugating enzyme	UBC35
KID59292.1	2702.70796343	72.9649979742	95	1577	1.72993317943	0.111037389517	8.8809416882e-06	ATP synthase subunit d, mitochondrial	
KID59293.1	879.966649834	73.158694168	98	15331	0.974317442574	0.0609923225416	0.000242584647126	Nascent polypeptide-associated complex subunit alph a	
KID59294.1	1300.36597237	28.609345765	38	2721	1.145342823	0.0664080390166	8.66873419489e-06	Ribosomal protein L14	
KID59296.1	452.397424305	23.7218073349	39	22658	0.787121214888	0.030494693564	2.8788399105e-06	Fatty acid desaturase	
KID59297.1	327.233132947	14.5362307943	20	22564	0.72973214316	0.0166770029747	3.92025156002e-06	Fatty acid desaturase	FMP46
KID59300.1	649.449669445	45.9484274187	62	17801	0.869234871798	0.0367072655013	7.66519237679e-06	Nadh-ubiquinone oxidoreductase kDa subunit	
KID59301.1	1625.19830564	62.7794830853	96	4306	1.32410674729	0.158540853326	3.86387280215e-05	Mitochondrial pyruvate carrier	
KID59302.1	1211.86265446	25.3490901158	37	3033	1.08571860044	0.0207026745623	5.60567065957e-05	Rho guanyl nucleotide exchange factor	
KID59303.1	873.579806511	50.3360046883	75	11838	1.08578460303	0.276081063211	0.00148584608194	Homogentisate-dioxygenase	
KID59304.1	1020.63799666	9.60480067572	14	830	1.10558468291	0.202508406757	1.43314873477e-06	O-methylsterigmatocystin oxidoreductase	
KID59304.1	1064.62742797	1.43382445273	2	17	1.01585097119	0.0	0.0	O-methylsterigmatocystin oxidoreductase, putative	
KID59304.1	488.173273948	8.29983256975	13	2709	0.80075764691	0.0292229782711	7.94234795568e-06	Multifunctional cytochrome P450 monooxygenase	
KID59305.1	2446.39051528	0.625751591092	1	3	1.61186971306	0.081723513432	2.24129368519e-06	NACHT domain WD40 repeat-containing protein	
KID59305.1	125.996116517	0.634111274938	1	3871	0.730384877717	0.169785692726	6.98284474993e-07	Multidrug efflux pump	
KID59306.1	483.888908918	72.9589558831	95	49157	0.924383703028	0.265699365363	0.000373790948232	Cu-Zn superoxide dismutase	
KID59307.1	597.430106955	23.7501561827	31	10523	0.84319857267	0.0268424241252	2.25507813943e-06	RNA-induced silencing complex, nuclease component Tudor-SN	
KID59308.1	664.716418614	75.4434556615	100	27431	1.1319510101	0.520824391129	0.00137576773418	Transaldolase	
KID59309.1	292.943615499	24.3044801108	39	53803	0.746371574911	0.0739508741466	8.27066943493e-06	Ser/Thr protein phosphatase	
KID59310.1	163.067322581	28.954704269	39	177218	0.668570753163	0.0251673127972	0.000257417399096	Short chain dehydrogenase	PET191
KID59311.1	297.199896403	60.2050659095	88	120355	0.738665610738	0.0561980171595	3.51541126517e-05	Lysosomal acid lipase cholesteryl ester hydrolase	
KID59312.1	3243.97200164	3.76338343899	5	17	1.89518701325	0.0143357831133	1.23774156395e-05	RTA1 like protein family	
KID59312.1	1181.25297043	4.0570873097	6	149	1.08791847733	0.0478944670988	0.00166107978378	Parasitic phase-specific protein PSP-1	
KID59312.1	1110.84132743	5.09767009999	8	266	1.06610734855	0.0599237916972	0.000560398724428	Sphingoid long-chain base transporter RSB1	
KID59312.1	140.80142933	1.22504072851	2	956	0.646320571732	0.0	0.0	RTA1-domain-containing protein	
KID59314.1	469.690535813	13.1805486624	20	10686	0.793185882019	0.0288861406346	6.5786112438e-07	Zinc finger domain-containing ccch-type	
KID59315.1	1045.66691322	35.966096313	50	5545	1.03238905843	0.0455130744021	1.81855121843e-05	Myosin type II heavy chain	MYO2
KID59322.1	415.255609411	33.4407872655	54	36379	0.877373055133	0.228812501599	9.27605158475e-06	ATP-dependent DNA helicase	
KID59324.1	431.720921421	9.36625869584	16	5907	0.820294676603	0.108680913507	0.0002711937954	MULE domain-containing protein (Fragment)	
KID59324.1	212.913572188	0.66381741386	1	122	0.699818827798	0.0465158396255	1.96058865909e-07	Reverse transcriptase domain protein	
KID59324.1	30.9036423035	4.42031245737	7	253606	0.642669342706	0.0760525807195	9.00157871567e-07	Transposase	
KID59328.1	2354.8457117	1.70308209596	2	36	1.54968607889	0.0334862654833	3.67506299063e-06	Retrotransposon nucleocapsid protein (Fragment)	
KID59328.1	512.626060698	0.556116770739	1	81	0.815761195808	0.0390769003907	7.16082550377e-07	Retrovirus polyprotein	
KID59329.1	177.996708377	7.51540688637	12	44562	0.663203025738	0.00378176925298	2.34176746368e-07	Chromo domain/shadow	
KID59331.1	2348.42123973	0.812747426177	1	10	1.66178776279	0.249847672435	2.56248201578e-08	HET-s/LopB domain protein (Fragment)	
KID59334.1	2959.41838519	1.15694730512	2	14	1.87763805731	0.195982408178	1.34522459496e-06	BTB/POZ fold protein (Fragment)	
KID59334.1	51.7968211929	1.14387065263	2	44625	0.678142125964	0.12721383573	3.22750785175e-06	BTB domain-containing protein	
KID59335.1	142.353460293	2.52842599598	4	11643	0.646941384117	0.0	0.0	Ectomycorrhiza-upregulated zf-MYND domain-containing protein (Fragment)	
KID59336.1	855.038646358	4.33997224648	6	976	0.938555092657	0.0123374465324	3.93725633653e-05	dynamin GTPase, partial [Metarhizium anisopliae ARSEF 549]	
KID59338.1	67.7639147486	6.40337402011	10	256356	0.63226355818	0.0285999709605	3.83594953021e-07	Transposable element Tc1 transposase	AOTA
KID59339.1	333.330776541	0.812152460372	1	205	0.729177433507	0.0110285317631	5.28172474534e-08	Ribonuclease H-like protein (Fragment)	
KID59339.1	90.8393988975	3.51504802772	6	51664	0.635121360802	0.0165765932489	3.41054738139e-07	Integrase catalytic domain-containing protein (Fragment)	
KID59341.1	145.099710962	16.5352606314	24	136867	0.67630600676	0.0533320458855	6.90280228736e-06	Reverse transcriptase	
KID59342.1	142.696192294	3.38332203552	5	28468	0.647078476918	0.0	0.0	Endo/exonuclease/phosphatase domain-containing protein (Fragment)	
KID59343.1	139.019027125	14.9725669966	22	136529	0.668643917893	0.043464547929	4.832027524e-06	Reverse transcriptase	
KID59346.1	302.850849079	4.12155628495	6	7599	0.720374064613	0.0174220844682	1.010657404e-06	Ankyrin repeat-containing domain protein (Fragment)	
KID59347.1	73.4908910152	2.46636302913	3	67075	0.622707846837	0.00624809136994	1.00236275413e-07	Reverse transcriptase	
KID59348.1	6.13305642973e-11	0.812420896787	1	950	0.599989841156	0.0188486459705	2.93958920313e-06	MULE domain-containing protein (Fragment)	
KID59350.1	150.728421888	6.94785977319	12	61272	0.670619698219	0.0383552447292	2.48788766179e-06	Endonuclease/reverse transcriptase	
KID59351.1	3.14029995636e-09	0.683289053895	1	6798	0.596304878436	0.0118959942203	7.49053341188e-08	Reverse transcriptase	
KID59352.1	158.188549206	43.0540912815	66	309402	0.939898659804	0.540798168141	1.05503471827e-05	Protein kinase domain-containing protein (Fragment)	
KID59352.1	109.596888515	0.653757697377	1	149	0.641530487784	0.0145127023961	5.42126871495e-09	Reticulocyte-binding protein 2 like protein a	
KID59352.1	6.97654299035	0.654331337639	1	35408	0.600289225532	0.0141483034824	3.74531540725e-07	APH domain-containing protein	
KID59353.1	125.37621698	4.25885799483	6	36379	0.64955679324	0.0177477444952	9.32676112456e-08	ATP-dependent DNA helicase	
KID59355.1	1555.09094346	5.59715862432	8	356	1.28466056645	0.137025948104	2.1828333681e-05	Geranylgeranyl pyrophosphate synthetase	
KID59355.1	13.955974304	0.602299171154	1	50765	0.595582389722	0.0	0.0	C2H2-type domain-containing protein	
KID59357.1	273.75078042	3.54365611245	5	7859	0.700885917146	0.00261434839472	1.64617295859e-08	Reverse transcriptase domain-containing protein (Fragment)	
KID59358.1	209.301773497	6.62290420996	11	29303	0.677167651324	0.00650366312241	2.35261078531e-08	CCHC-type domain-containing protein (Fragment)	
KID59361.1	1589.58800632	2.71171878572	5	18	1.2385726991	0.0240102113686	0.000604227328181	7,8-dihydro-8-oxoguanine triphosphatase NUDT15	
KID59361.1	196.751941067	26.7304268618	44	114014	0.774102831346	0.198870708896	2.89602197774e-05	NUDIX hydrolase	
KID59361.1	28.7994480156	1.66403875771	3	20519	0.604276083918	0.00520057242143	6.64105877325e-08	ADP-ribose pyrophosphatase	
KID59363.1	1321.90793888	2.38983968847	3	206	1.12530984305	0.0123521994723	8.87347278131e-08	Ribonuclease H-like protein, partial [Metarhizium anisopliae ARSEF 549]	
KID59365.1	564.974403927	26.3272138782	42	15842	0.835303764179	0.0364394225241	5.54335035844e-05	Interferon-induced GTP-binding protein Mx	
KID59366.1	6.79568305265e-15	0.803312742926	1	5	0.625320023965	0.0666303063357	0.000298080344243	Kinetochore complex Sim4 subunit Fta4	
KID59375.1	380.947303041	32.7853464387	47	37687	0.847917352549	0.199128844495	7.18751379077e-06	ATP-dependent DNA helicase	
KID59376.1	319.070907734	1.46247263521	2	569	0.720687348533	0.00577166789741	7.26847549302e-08	Reverse transcriptase family protein (Fragment)	
KID59376.1	111.950570192	4.51161523545	8	43956	0.655280735633	0.038680162894	1.06109883407e-06	Integrase catalytic domain-containing protein	
KID59377.1	752.616958765	2.78545767215	4	44	0.900080000959	0.0170437974903	2.39176210897e-07	Related to HOL1, putative substrate-H+ antiporter	
KID59377.1	83.2895607842	39.5411216661	57	716695	0.721189134537	0.184666215658	1.07962430429e-05	MFS general substrate transporter	
KID59377.1	92.6469429324	10.4855978126	14	41019	0.667669584049	0.0766240159333	3.9215847674e-06	Major facilitator superfamily transporter	
KID59377.1	3.11832543645	0.673375253872	1	126191	0.609542021921	0.0345182837673	6.74858205063e-08	Transporter	
KID59379.1	3479.11743829	1.70090421644	2	20	2.09170969422	0.207664741121	2.03055383907e-05	speckle-type POZ protein-like protein, partial [Metarhizium anisopliae ARSEF 549]	
KID59382.1	1.35278822987e-07	0.546704218533	1	44625	0.612053344632	0.0416100774141	1.77412751081e-07	BTB domain containing protein	
KID59383.1	63.36176979	1.70310127197	2	60277	0.617327905329	0.00374188049493	3.75103888413e-08	reverse transcriptase, partial [Metarhizium anisopliae ARSEF 549]	
KID59384.1	1483.5726079	1.7026305451	2	110	1.18725499258	0.00721873214081	1.0692041977e-06	Arrestin domain-containing protein (Fragment)	
KID59385.1	207.626236133	2.36102730863	3	4951	0.693139095888	0.0379030074637	3.73964107527e-07	Gag-Pol polyprotein (Fragment)	
KID59385.1	50.6131073024	0.718329916702	1	7708	0.613068730119	0.00532733364632	1.82678506821e-08	Integrase catalytic domain-containing protein (Fragment)	
KID59386.1	154.866842298	5.51987985459	9	36379	0.683745665956	0.0599979623165	4.50428795644e-07	ATP-dependent DNA helicase	
KID59387.1	1230.08654759	1.70186071605	2	160	1.08406495519	0.00383076896589	1.42996269582e-06	Heterokaryon incompatibility (Fragment)	
KID59389.1	4178.1042424	7.49837578123	12	82	2.29565589254	0.0646968716466	0.00624268059748	modin, partial [Metarhizium anisopliae ARSEF 549]	
KID59390.1	140.788515016	0.812698096863	1	2782	0.646315406006	0.0	0.0	HET-domain-containing protein (Fragment)	
KID59391.1	667.206904122	13.709961641	22	5961	0.936188175355	0.149613570229	0.00051107425085	Mule transposase domain protein (Fragment)	
KID59392.1	310.696127738	4.62885019109	8	4957	0.750777709163	0.0688632824665	8.59180068203e-05	MULE domain-containing protein	
KID59392.1	23.5146217664	2.52103340914	4	253606	0.623364561226	0.0452051074431	2.78737653094e-07	Transposase	
KID59392.1	14.7472749626	0.568852033139	1	32969	0.622836312991	0.0508252880723	1.63690560332e-08	Cytochrome c domain-containing protein	
KID59394.1	399.632148576	16.9811057593	29	7173	0.829322608918	0.149942699783	5.93014523318e-06	HTH CENPB-type domain-containing protein (Fragment)	
KID59394.1	95.134332945	25.3916917336	41	281175	0.722267292896	0.177761015271	1.1081218128e-05	Transposase	
KID59394.1	265.734701644	2.84988173621	5	457	0.700663269416	0.00824391731426	5.62908281336e-06	Pogo transposable element with KRAB domain	
KID59394.1	70.2436142557	2.07589404572	3	3466	0.636709376313	0.0351168298723	5.3892091553e-07	DDE superfamily endonuclease	
KID59394.1	18.4616133954	1.57080788224	3	28351	0.597384645358	0.0	0.0	CCHC-type domain-containing protein	
KID59395.1	239.136718111	8.09120876448	14	21461	0.735744184948	0.094506758259	4.57913274599e-05	HET domain-containing protein	
KID59395.1	279.108588916	0.812757133598	1	159	0.703872838124	0.00420636696273	1.40335171091e-06	Heterokaryon incompatibility (Fragment)	
